,Age,Attrition,Business_travel,Daily_rate,Distance_from_home,Education,Education_field,Employee_count,Employee_number,Environment_satisfaction,Gender,Hourly_rate,Job_involvement,Job_level,Job_role,Job_satisfaction,Marital_status,Monthly_rate,Num_companies_worked,Over_18,Over_time,Percent_salary_hike,Performance_rating,Relationship_satisfaction,Stock_option_level,Total_working_years,Training_times_last_year,Work_life_balance,Years_at_company,Years_since_last_promotion,Years_with_curr_manager,Date_birth,Remote_work
1292,30,Yes,Travel_frequently,464.0,4.0,3,Unknown,1.0,514,3,Male,40.0,3,1,Research scientist,4,Single,3427.0,9,Yes,Yes,23.0,4.0,3,0,3.0,4,3.0,1,0,0,1993,No
1293,32,No,Travel_rarely,1305.0,10.0,4,Unknown,1.0,518,3,Male,49.0,3,2,Manufacturing director,2,Single,21123.0,2,Yes,Unknown,12.0,3.0,4,0,18.0,2,2.0,1,0,1,1986,Unknown
1294,40,No,Travel_rarely,555.0,2.0,3,Unknown,1.0,Unknown,2,Female,78.0,2,2,Laboratory technician,3,Married,13436.0,6,Unknown,No,22.0,4.0,2,1,11.32,3,3.0,1,0,0,1983,Yes
1295,28,No,Travel_rarely,1300.0,17.0,2,Unknown,1.0,Unknown,3,Male,79.0,3,2,Laboratory technician,1,Unknown,13535.0,1,Yes,Unknown,12.0,3.0,4,1,10.0,2,2.76,10,1,8,1995,No
1296,38,No,Travel_frequently,1490.0,2.0,2,Unknown,1.0,556,4,Male,42.0,3,1,Laboratory technician,4,Married,12106.0,1,Yes,Yes,23.0,4.0,3,1,11.32,3,3.0,1,0,0,1985,No
1297,19,Yes,Unknown,489.0,2.0,2,Technical degree,1.0,566,1,Male,66.03,2,1,Human resources,4,Single,18437.0,1,Yes,No,12.0,3.0,3,0,1.0,3,4.0,1,0,0,2004,Unknown
1298,57,No,Travel_rarely,210.0,29.0,3,Unknown,1.0,568,1,Male,56.0,2,4,Manager,4,Divorced,22102.0,3,Yes,No,12.0,3.0,3,1,11.32,3,2.0,1,0,0,1966,Yes
1299,47,No,Travel_rarely,983.0,2.0,2,Medical,1.0,Unknown,1,Female,65.0,3,2,Manufacturing director,4,Unknown,7389.0,5,Unknown,Unknown,13.0,3.15,3,3,20.0,2,3.0,5,0,4,1976,Unknown
1300,54,No,Travel_rarely,548.0,8.0,4,Life sciences,1.0,Unknown,3,Female,42.0,3,2,Laboratory technician,3,Single,23428.0,7,Yes,Unknown,11.0,3.0,3,0,11.32,3,3.0,1,0,0,1969,No
1301,31,Yes,Travel_frequently,534.0,42.0,3,Unknown,1.0,Unknown,4,Male,66.0,3,3,Healthcare representative,3,Unknown,22908.0,3,Yes,No,12.0,3.0,1,0,12.0,2,3.0,1,0,0,1992,Yes
1302,18,Yes,Travel_frequently,1306.0,5.0,3,Marketing,1.0,614,2,Male,69.0,3,1,Sales representative,2,Unknown,8059.0,1,Unknown,Yes,14.0,3.0,4,0,11.32,3,3.0,0,0,0,2005,No
1303,40,No,Unknown,1094.0,28.0,3,Other,1.0,615,3,Male,58.0,1,3,Sales executive,1,Unknown,11373.0,3,Unknown,No,15.0,3.0,3,1,20.0,2,3.0,1,0,1,1983,Unknown
1304,26,No,Unknown,775.0,29.0,2,Unknown,1.0,Unknown,1,Male,45.0,3,2,Sales executive,3,Unknown,4267.0,5,Unknown,Unknown,12.0,3.0,1,2,8.0,5,3.0,0,0,0,1997,Unknown
1305,26,Yes,Travel_rarely,471.0,24.0,3,Unknown,1.0,622,3,Male,66.0,1,1,Laboratory technician,4,Single,23213.0,1,Unknown,Yes,18.0,3.0,2,0,1.0,3,1.0,1,0,0,1997,Yes
1306,38,No,Unknown,1495.0,10.0,3,Unknown,1.0,Unknown,3,Female,76.0,3,2,Healthcare representative,3,Unknown,22174.0,3,Unknown,No,19.0,3.0,3,1,18.0,4,2.76,1,0,0,1985,Unknown
1307,24,No,Unknown,823.0,17.0,2,Other,1.0,643,4,Male,94.0,2,1,Laboratory technician,2,Married,9100.0,1,Yes,No,21.0,4.0,4,1,1.0,2,3.0,1,0,0,1999,Yes
1308,30,Yes,Travel_frequently,448.0,12.0,4,Unknown,1.0,648,2,Male,74.0,2,1,Sales representative,1,Married,14470.0,1,Yes,No,18.0,3.0,3,1,1.0,2,4.0,1,0,0,1993,Unknown
1309,37,No,Travel_rarely,558.0,2.0,3,Marketing,1.0,656,4,Male,75.0,3,2,Sales executive,3,Married,3010.0,4,Unknown,Unknown,11.0,3.0,3,1,11.32,3,2.0,3,1,0,1986,No
1310,20,No,Travel_rarely,959.0,1.0,3,Life sciences,1.0,657,4,Female,83.0,2,1,Research scientist,2,Unknown,11757.0,1,Unknown,No,13.0,3.15,4,0,1.0,0,4.0,1,0,0,2003,Yes
1311,43,No,Unknown,782.0,14.0,4,Other,1.0,661,2,Male,50.0,2,4,Research director,4,Divorced,2671.0,4,Yes,Unknown,14.0,3.0,3,1,21.0,3,2.76,1,0,0,1980,No
1312,38,No,Unknown,362.0,27.0,1,Life sciences,1.0,662,3,Female,66.03,3,1,Research scientist,1,Unknown,14561.0,3,Unknown,No,17.0,3.0,4,0,8.0,3,2.0,0,0,0,1985,Yes
1313,33,No,Unknown,1216.0,8.0,4,Marketing,1.0,Unknown,3,Male,39.0,3,2,Sales executive,3,Divorced,20431.0,0,Yes,Unknown,12.0,3.0,4,0,6.0,3,3.0,5,1,2,1990,No
1314,30,No,Unknown,160.0,3.0,3,Unknown,1.0,Unknown,3,Female,71.0,3,1,Research scientist,3,Unknown,22653.0,1,Unknown,No,20.0,4.0,3,1,1.0,2,2.76,1,0,0,1993,No
1315,29,No,Unknown,802.09,44.0,2,Medical,1.0,690,2,Female,62.0,3,2,Sales executive,3,Unknown,3487.0,1,Yes,No,14.0,3.0,1,1,11.32,5,2.0,6,1,2,1994,No
1316,20,Yes,Unknown,1362.0,10.0,1,Medical,1.0,701,4,Male,32.0,3,1,Research scientist,3,Single,26999.0,1,Unknown,Unknown,11.0,3.0,4,0,11.32,5,3.0,1,1,1,2003,Yes
1317,35,No,Non-travel,727.0,20.0,3,Unknown,1.0,704,1,Male,41.0,2,1,Laboratory technician,3,Married,16900.0,1,Yes,No,18.0,3.0,3,2,1.0,3,3.0,1,0,0,1988,No
1318,37,No,Unknown,1225.0,10.0,2,Life sciences,1.0,715,4,Male,80.0,4,1,Research scientist,4,Single,15232.0,3,Yes,No,17.0,3.0,1,0,11.32,2,2.76,1,0,0,1986,Yes
1319,38,No,Unknown,168.0,1.0,3,Unknown,1.0,743,3,Female,81.0,3,3,Manufacturing director,3,Single,15397.0,4,Unknown,Yes,14.0,3.15,4,0,10.0,4,2.76,1,0,0,1985,Yes
1320,29,No,Unknown,1396.0,10.0,3,Unknown,1.0,749,3,Male,66.03,3,1,Sales representative,3,Single,2755.0,1,Yes,No,11.0,3.0,3,0,1.0,6,2.76,1,0,0,1994,No
1321,35,No,Unknown,1225.0,2.0,4,Unknown,1.0,Unknown,4,Female,61.0,3,2,Healthcare representative,1,Divorced,4761.0,2,Yes,No,11.0,3.0,1,1,16.0,2,4.0,1,0,0,1988,Unknown
1322,38,No,Travel_rarely,268.0,2.0,5,Medical,1.0,773,4,Male,92.0,3,1,Research scientist,3,Married,20471.0,6,Unknown,Yes,13.0,3.0,2,1,11.32,0,1.0,1,0,1,1985,Yes
1323,34,No,Travel_rarely,167.0,8.0,5,Life sciences,1.0,775,2,Female,32.0,3,2,Manufacturing director,1,Unknown,4187.0,3,Unknown,No,14.0,3.0,3,1,11.32,3,2.76,0,0,0,1989,Yes
1324,23,Yes,Unknown,1243.0,6.0,3,Life sciences,1.0,811,3,Male,66.03,4,1,Laboratory technician,1,Unknown,3445.0,1,Unknown,Yes,21.0,4.0,3,2,1.0,2,3.0,0,0,0,2000,No
1325,24,No,Unknown,1092.0,9.0,3,Life sciences,1.0,812,3,Male,60.0,2,1,Laboratory technician,2,Divorced,26551.0,1,Yes,No,11.0,3.0,3,3,11.32,4,3.0,1,0,0,1999,No
1326,29,Yes,Travel_rarely,805.0,1.0,2,Life sciences,1.0,816,2,Female,36.0,2,1,Laboratory technician,1,Married,6689.0,1,Unknown,Unknown,11.0,3.0,4,1,1.0,1,3.0,1,0,0,1994,Yes
1327,40,No,Travel_frequently,720.0,16.0,4,Medical,1.0,832,1,Male,51.0,2,2,Laboratory technician,3,Unknown,11983.0,6,Yes,No,14.0,3.0,4,0,10.0,6,3.0,1,0,0,1983,Yes
1328,30,No,Travel_rarely,802.09,2.0,3,Unknown,1.0,833,3,Female,52.0,2,2,Manufacturing director,4,Single,20234.0,5,Yes,Unknown,24.0,4.0,2,0,12.0,4,2.0,0,0,0,1993,Yes
1329,45,No,Unknown,252.0,2.0,3,Unknown,1.0,834,2,Female,95.0,2,1,Research scientist,3,Unknown,6153.0,1,Unknown,No,14.0,3.0,4,0,1.0,3,3.0,1,0,0,1978,Unknown
1330,27,No,Unknown,443.0,3.0,3,Medical,1.0,Unknown,4,Male,50.0,3,1,Research scientist,4,Married,16571.0,1,Unknown,Unknown,11.0,3.0,3,3,0.0,6,2.0,0,0,0,1996,Unknown
1331,37,No,Unknown,342.0,16.0,4,Marketing,1.0,Unknown,4,Male,66.0,2,2,Sales executive,3,Unknown,24558.0,4,Yes,Unknown,19.0,3.15,4,2,9.0,2,3.0,1,0,0,1986,Unknown
1332,32,No,Unknown,300.0,1.0,3,Life sciences,1.0,Unknown,4,Male,61.0,3,1,Laboratory technician,4,Divorced,9148.0,0,Unknown,No,12.0,3.15,2,1,4.0,2,3.0,3,0,2,1991,Yes
1333,53,No,Travel_rarely,868.0,8.0,3,Marketing,1.0,897,1,Male,73.0,3,4,Sales executive,4,Married,22789.0,5,Unknown,Unknown,14.0,3.0,3,1,28.0,3,3.0,2,2,2,1970,Yes
1334,37,No,Unknown,1252.0,19.0,2,Unknown,1.0,904,1,Male,32.0,3,3,Sales executive,2,Single,4814.0,1,Unknown,Yes,13.0,3.0,4,0,11.32,2,3.0,10,0,9,1986,No
1335,32,Yes,Travel_rarely,374.0,25.0,4,Unknown,1.0,911,1,Male,87.0,3,1,Laboratory technician,4,Unknown,18016.0,1,Yes,Unknown,24.0,4.0,3,0,1.0,2,1.0,1,0,1,1991,Yes
1336,58,Yes,Travel_frequently,781.0,2.0,1,Unknown,1.0,918,4,Male,57.0,2,1,Laboratory technician,4,Divorced,13384.0,9,Yes,Unknown,14.0,3.0,4,1,3.0,3,2.0,1,0,0,1965,Unknown
1337,43,No,Travel_rarely,177.0,8.0,3,Unknown,1.0,Unknown,1,Female,55.0,3,2,Manufacturing director,2,Divorced,23814.0,4,Yes,No,21.0,4.0,3,1,4.0,2,4.0,1,0,0,1980,No
1338,21,Yes,Travel_rarely,1427.0,18.0,1,Other,1.0,923,4,Female,65.0,3,1,Research scientist,4,Single,8870.0,1,Unknown,No,19.0,3.15,1,0,11.32,3,2.0,1,0,0,2002,No
1339,34,No,Unknown,546.0,48.0,3,Life sciences,1.0,934,4,Male,83.0,3,1,Laboratory technician,2,Unknown,6896.0,1,Yes,No,14.0,3.0,2,2,1.0,3,3.0,1,1,0,1989,Yes
1340,58,No,Unknown,1272.0,5.0,3,Unknown,1.0,940,3,Female,37.0,2,3,Healthcare representative,2,Divorced,9255.0,2,Yes,Unknown,13.0,3.15,4,1,24.0,3,3.0,6,0,4,1965,No
1341,48,No,Unknown,802.09,20.0,4,Medical,1.0,945,4,Male,51.0,3,1,Research scientist,3,Married,5543.0,4,Unknown,Unknown,17.0,3.0,1,2,13.0,2,2.0,0,0,0,1975,No
1342,32,No,Non-travel,1184.0,1.0,3,Life sciences,1.0,951,3,Female,70.0,2,1,Laboratory technician,2,Married,3974.0,6,Unknown,No,20.0,3.15,3,0,5.0,3,3.0,3,0,2,1991,Unknown
1343,25,Yes,Unknown,867.0,19.0,2,Marketing,1.0,952,3,Male,36.0,2,1,Sales representative,2,Married,18798.0,1,Yes,Yes,18.0,3.15,3,3,11.32,2,3.0,1,0,0,1998,No
1344,40,No,Unknown,658.0,10.0,4,Marketing,1.0,954,1,Male,67.0,2,3,Sales executive,2,Divorced,20652.0,2,Unknown,No,12.0,3.0,2,1,11.0,2,2.0,1,0,0,1983,Yes
1345,19,Yes,Unknown,419.0,21.0,3,Other,1.0,959,4,Male,37.0,2,1,Sales representative,2,Single,9947.0,1,Yes,Yes,13.0,3.0,2,0,1.0,3,4.0,1,0,0,2004,No
1346,20,Yes,Travel_rarely,129.0,4.0,3,Technical degree,1.0,Unknown,1,Male,84.0,3,1,Laboratory technician,1,Single,13008.0,1,Yes,Unknown,19.0,3.0,2,0,1.0,2,3.0,1,0,0,2003,No
1347,33,No,Travel_rarely,1069.0,1.0,3,Unknown,1.0,Unknown,2,Female,42.0,2,2,Healthcare representative,4,Unknown,12291.0,0,Unknown,Unknown,14.0,3.0,1,0,6.0,3,3.0,5,1,4,1990,Unknown
1348,58,Yes,Travel_rarely,289.0,2.0,3,Unknown,1.0,Unknown,4,Male,51.0,3,1,Research scientist,3,Single,26227.0,4,Yes,No,24.0,4.0,1,0,7.0,4,3.0,1,0,0,1965,No
1349,40,Yes,Non-travel,1479.0,24.0,3,Unknown,1.0,986,2,Female,100.0,4,4,Sales executive,2,Single,17071.0,4,Unknown,Unknown,16.0,3.0,4,0,22.0,2,2.0,1,0,0,1983,Yes
1350,29,Yes,Travel_rarely,906.0,10.0,3,Unknown,1.0,994,4,Female,92.0,2,1,Research scientist,1,Single,11479.0,6,Unknown,Yes,20.0,4.0,3,0,3.0,5,3.0,0,0,0,1994,Yes
1351,47,No,Travel_rarely,955.0,18.0,2,Life sciences,1.0,1003,4,Female,83.0,3,2,Sales executive,4,Single,8571.0,1,Yes,Yes,17.0,3.0,3,0,9.0,0,3.0,9,0,7,1976,No
1352,18,No,Unknown,287.0,5.0,2,Unknown,1.0,1012,2,Male,73.0,3,1,Research scientist,4,Unknown,13493.0,1,Unknown,No,15.0,3.0,4,0,11.32,2,3.0,0,0,0,2005,Unknown
1353,20,Yes,Unknown,1097.0,16.0,3,Medical,1.0,Unknown,4,Female,98.0,2,1,Research scientist,1,Unknown,18275.0,1,Unknown,Yes,15.0,3.0,1,0,1.0,2,3.0,1,0,0,2003,No
1354,42,No,Unknown,265.0,5.0,2,Unknown,1.0,1029,4,Male,90.0,3,5,Manager,3,Unknown,7770.0,6,Unknown,No,13.0,3.0,2,0,21.0,3,4.0,1,0,0,1981,Yes
1355,50,No,Travel_rarely,804.0,9.0,3,Unknown,1.0,Unknown,1,Male,64.0,3,1,Laboratory technician,4,Married,20165.0,4,Unknown,No,18.0,3.15,2,0,8.0,5,3.0,1,0,0,1973,Yes
1356,37,Yes,Travel_rarely,1141.0,11.0,2,Medical,1.0,1033,1,Female,61.0,1,2,Healthcare representative,2,Unknown,14382.0,5,Unknown,No,15.0,3.0,1,0,15.0,2,1.0,1,0,0,1986,Yes
1357,38,No,Unknown,802.09,3.0,4,Life sciences,1.0,Unknown,2,Male,42.0,3,2,Sales executive,4,Unknown,4981.0,8,Unknown,Yes,12.0,3.0,3,0,19.0,1,3.0,1,0,0,1985,No
1358,36,Yes,Unknown,660.0,15.0,3,Unknown,1.0,1052,1,Male,81.0,3,2,Laboratory technician,3,Divorced,7858.0,7,Unknown,Unknown,14.0,3.0,2,1,9.0,3,2.0,1,0,0,1987,Unknown
1359,28,No,Travel_rarely,1144.0,10.0,1,Medical,1.0,1056,4,Male,74.0,3,1,Sales representative,2,Married,23384.0,1,Yes,No,22.0,4.0,2,0,11.32,5,3.0,1,0,0,1995,Yes
1360,43,No,Unknown,415.0,25.0,3,Unknown,1.0,1076,3,Male,66.03,2,3,Sales executive,4,Unknown,5268.0,5,Yes,No,13.0,3.0,3,1,18.0,5,3.0,1,0,0,1980,Yes
1361,21,Yes,Travel_rarely,1334.0,10.0,3,Unknown,1.0,1079,3,Female,36.0,2,1,Laboratory technician,1,Single,17258.0,1,Unknown,No,13.0,3.15,1,0,1.0,6,2.0,1,1,0,2002,Yes
1362,51,Yes,Travel_rarely,1323.0,4.0,4,Unknown,1.0,1081,1,Male,34.0,3,1,Research scientist,3,Married,10332.0,9,Unknown,Unknown,12.0,3.15,3,3,18.0,2,4.0,10,2,7,1972,No
1363,37,No,Unknown,309.0,10.0,4,Unknown,1.0,1105,4,Female,88.0,2,2,Sales executive,4,Divorced,24223.0,2,Unknown,Yes,14.0,3.15,3,3,8.0,5,3.0,1,0,0,1986,No
1364,28,Yes,Unknown,1009.0,1.0,3,Medical,1.0,1111,1,Male,45.0,2,1,Laboratory technician,2,Divorced,7160.0,1,Unknown,No,15.0,3.15,1,2,11.32,2,3.0,1,0,0,1995,No
1365,50,Yes,Unknown,802.09,1.0,4,Unknown,1.0,1113,4,Male,81.0,3,2,Sales executive,3,Single,17251.0,3,Yes,Yes,14.0,3.0,4,0,5.0,4,3.0,0,0,0,1973,Unknown
1366,34,No,Unknown,697.0,3.0,4,Unknown,1.0,1115,3,Male,40.0,2,1,Research scientist,4,Unknown,22478.0,3,Yes,No,17.0,3.0,4,3,6.0,2,3.0,0,0,0,1989,Yes
1367,38,No,Travel_rarely,130.0,2.0,2,Marketing,1.0,1125,4,Male,32.0,3,3,Sales executive,2,Single,20619.0,7,Yes,No,16.0,3.0,3,0,11.32,2,3.0,1,0,0,1985,Yes
1368,42,No,Unknown,188.0,29.0,3,Unknown,1.0,Unknown,2,Male,56.0,1,2,Laboratory technician,4,Unknown,9558.0,4,Unknown,Unknown,19.0,3.0,1,0,16.0,3,3.0,1,0,0,1981,No
1369,18,Yes,Unknown,247.0,8.0,1,Unknown,1.0,1156,3,Male,80.0,3,1,Laboratory technician,3,Single,13556.0,1,Unknown,No,12.0,3.0,4,0,11.32,0,3.0,0,0,0,2005,Yes
1370,41,No,Unknown,167.0,12.0,4,Unknown,1.0,1158,2,Male,46.0,3,1,Laboratory technician,4,Unknown,9051.0,3,Unknown,Yes,11.0,3.0,1,1,6.0,4,2.76,1,0,0,1982,No
1371,35,No,Travel_rarely,982.0,1.0,4,Medical,1.0,1172,4,Male,58.0,2,1,Laboratory technician,3,Unknown,16340.0,6,Yes,No,12.0,3.0,2,1,11.32,2,3.0,8,1,7,1988,Yes
1372,32,No,Unknown,862.0,2.0,1,Unknown,1.0,1190,3,Female,76.0,3,1,Sales representative,1,Unknown,14947.0,1,Unknown,Unknown,12.0,3.0,3,3,1.0,3,3.0,1,0,0,1991,Unknown
1373,22,Yes,Unknown,1256.0,3.0,4,Life sciences,1.0,Unknown,3,Male,48.0,2,1,Research scientist,4,Married,4223.0,0,Unknown,Yes,11.0,3.0,2,1,1.0,5,3.0,0,0,0,2001,Unknown
1374,44,No,Non-travel,111.0,26.0,3,Unknown,1.0,1206,2,Male,74.0,1,1,Research scientist,3,Single,4279.0,2,Yes,No,13.0,3.15,4,0,6.0,3,3.0,0,0,0,1979,Yes
1375,41,Yes,Non-travel,906.0,5.0,2,Life sciences,1.0,1210,1,Male,95.0,2,1,Research scientist,1,Unknown,20293.0,6,Unknown,No,17.0,3.0,1,1,5.0,2,1.0,1,0,0,1982,Yes
1376,40,No,Travel_frequently,1184.0,2.0,4,Unknown,1.0,Unknown,2,Male,62.0,3,2,Sales executive,2,Unknown,25440.0,5,Unknown,No,12.0,3.0,4,3,11.32,2,3.0,0,0,0,1983,No
1377,24,Yes,Unknown,984.0,17.0,2,Life sciences,1.0,Unknown,4,Female,97.0,3,1,Laboratory technician,2,Unknown,3372.0,1,Unknown,Unknown,13.0,3.0,1,1,1.0,3,1.0,1,0,0,1999,Yes
1378,42,No,Travel_frequently,458.0,26.0,5,Medical,1.0,1242,1,Female,60.0,3,3,Research director,1,Married,23281.0,3,Unknown,Yes,17.0,3.0,3,0,11.32,6,3.0,1,0,0,1981,No
1379,49,No,Unknown,1098.0,4.0,2,Medical,1.0,1256,1,Male,85.0,2,5,Manager,3,Married,12124.0,2,Unknown,Unknown,13.0,3.15,3,1,23.0,2,4.0,1,0,0,1974,Unknown
1380,48,No,Travel_rarely,969.0,2.0,2,Technical degree,1.0,1258,4,Male,76.0,4,1,Laboratory technician,2,Single,16620.0,5,Yes,Unknown,11.0,3.0,3,0,7.0,4,2.0,1,0,0,1975,Unknown
1381,29,No,Travel_rarely,1329.0,7.0,3,Unknown,1.0,1260,3,Male,82.0,3,2,Healthcare representative,4,Unknown,4204.0,1,Unknown,Unknown,11.0,3.0,2,2,6.0,2,3.0,6,1,0,1994,Yes
1382,48,No,Unknown,715.0,1.0,3,Life sciences,1.0,1263,4,Male,76.0,2,5,Research director,4,Single,8733.0,6,Unknown,No,12.0,3.0,3,0,11.32,3,4.0,1,0,0,1975,Unknown
1383,34,No,Unknown,1320.0,20.0,3,Technical degree,1.0,Unknown,3,Female,89.0,4,1,Research scientist,3,Unknown,21643.0,0,Unknown,No,17.0,3.0,4,0,2.0,5,2.0,1,0,0,1989,Unknown
1384,19,No,Unknown,265.0,25.0,3,Life sciences,1.0,1269,2,Female,57.0,4,1,Research scientist,4,Single,21221.0,1,Yes,Unknown,12.0,3.0,4,0,1.0,2,3.0,1,0,1,2004,Yes
1385,23,No,Unknown,373.0,1.0,2,Unknown,1.0,1270,4,Male,47.0,3,1,Research scientist,3,Unknown,16901.0,1,Yes,No,22.0,4.0,4,1,1.0,2,3.0,1,0,1,2000,No
1386,25,Yes,Travel_frequently,599.0,32.0,1,Unknown,1.0,1273,3,Male,73.0,1,1,Sales representative,4,Single,8040.0,1,Yes,Yes,14.0,3.15,4,0,1.0,4,3.0,1,1,0,1998,Yes
1387,42,No,Unknown,603.0,34.0,4,Medical,1.0,Unknown,2,Female,78.0,4,2,Research scientist,2,Married,5628.0,6,Yes,Yes,16.0,3.0,4,0,18.0,2,3.0,1,0,0,1981,No
1388,51,No,Travel_frequently,968.0,6.0,2,Medical,1.0,Unknown,2,Female,40.0,2,1,Laboratory technician,3,Single,4257.0,0,Yes,Unknown,14.0,3.0,2,0,8.0,6,2.0,7,7,7,1972,No
1389,45,No,Travel_frequently,364.0,25.0,3,Medical,1.0,1306,2,Female,66.03,3,5,Manager,2,Unknown,13035.0,3,Unknown,Unknown,22.0,4.0,3,0,22.0,4,3.0,0,0,0,1978,No
1390,27,No,Unknown,1291.0,11.0,3,Medical,1.0,1364,3,Female,98.0,4,1,Sales representative,4,Married,6527.0,8,Unknown,Unknown,14.0,3.15,2,1,5.0,4,3.0,1,0,0,1996,Yes
1391,18,No,Non-travel,1124.0,1.0,3,Unknown,1.0,1368,4,Female,97.0,3,1,Laboratory technician,4,Single,19305.0,1,Yes,Unknown,15.0,3.0,3,0,0.0,5,4.0,0,0,0,2005,No
1392,31,Yes,Travel_frequently,703.0,2.0,3,Unknown,1.0,1379,3,Female,90.0,2,1,Sales representative,4,Single,11882.0,7,Unknown,No,14.0,3.0,3,0,3.0,3,4.0,1,0,0,1992,Yes
1393,31,Yes,Travel_frequently,802.09,1.0,4,Life sciences,1.0,1427,2,Female,50.0,1,1,Sales representative,3,Single,16154.0,1,Unknown,Unknown,12.0,3.15,2,0,11.32,3,3.0,1,0,0,1992,No
1394,31,Yes,Travel_rarely,202.0,8.0,3,Life sciences,1.0,1433,1,Female,34.0,2,1,Research scientist,2,Unknown,22262.0,1,Yes,Unknown,12.0,3.0,3,0,11.32,3,4.0,1,0,0,1992,No
1395,27,No,Travel_rarely,1377.0,11.0,1,Life sciences,1.0,1434,2,Male,91.0,3,1,Laboratory technician,1,Married,7679.0,0,Unknown,Unknown,14.0,3.0,2,0,6.0,3,4.0,5,1,4,1996,No
1396,39,Yes,Unknown,592.0,2.0,3,Unknown,1.0,1458,1,Female,54.0,2,1,Laboratory technician,1,Single,17181.0,2,Unknown,Yes,23.0,4.0,2,0,11.0,2,4.0,1,0,0,1984,Yes
1397,44,No,Travel_frequently,383.0,1.0,5,Marketing,1.0,1481,1,Female,79.0,3,2,Sales executive,3,Married,9282.0,7,Unknown,Unknown,12.0,3.15,3,1,11.0,4,2.0,1,0,0,1979,No
1398,30,No,Unknown,990.0,25.0,3,Unknown,1.0,1482,2,Male,66.03,3,1,Research scientist,3,Unknown,7152.0,1,Yes,Unknown,13.0,3.0,2,2,1.0,2,2.0,1,0,0,1993,No
1399,35,No,Travel_rarely,660.0,26.0,1,Life sciences,1.0,Unknown,4,Male,76.0,3,1,Sales representative,3,Unknown,16192.0,1,Unknown,No,13.0,3.15,1,1,1.0,3,3.0,1,0,0,1988,Yes
1400,24,Yes,Travel_frequently,381.0,9.0,3,Unknown,1.0,1494,2,Male,89.0,3,1,Laboratory technician,1,Unknown,16998.0,2,Unknown,Unknown,11.0,3.0,3,0,11.32,2,2.0,0,0,0,1999,No
1401,24,No,Unknown,830.0,13.0,2,Unknown,1.0,Unknown,4,Female,78.0,3,1,Sales representative,2,Married,7103.0,1,Yes,Unknown,13.0,3.0,3,1,1.0,2,2.76,1,0,0,1999,Unknown
1402,28,Yes,Unknown,289.0,2.0,2,Medical,1.0,1504,3,Male,66.03,2,1,Laboratory technician,1,Single,5355.0,7,Unknown,No,11.0,3.15,3,0,8.0,2,2.0,0,0,0,1995,Unknown
1403,28,No,Travel_rarely,1423.0,1.0,3,Life sciences,1.0,Unknown,1,Male,72.0,2,1,Research scientist,3,Unknown,12530.0,1,Yes,Unknown,14.0,3.0,4,1,1.0,2,1.0,1,0,0,1995,No
1404,33,No,Unknown,516.0,8.0,5,Unknown,1.0,1515,4,Male,69.0,3,2,Healthcare representative,3,Unknown,22049.0,2,Yes,Unknown,17.0,3.0,1,0,14.0,6,3.0,0,0,0,1990,Yes
1405,39,No,Travel_rarely,1089.0,6.0,3,Unknown,1.0,1525,2,Female,32.0,3,3,Manufacturing director,2,Single,9150.0,4,Yes,Unknown,18.0,3.15,4,0,9.0,3,3.0,2,2,2,1984,No
1406,42,No,Unknown,1210.0,2.0,3,Medical,1.0,1542,3,Male,68.0,2,1,Laboratory technician,2,Married,24052.0,4,Yes,Unknown,14.0,3.15,2,1,11.32,3,2.76,1,0,0,1981,Unknown
1407,29,No,Travel_rarely,598.0,9.0,3,Unknown,1.0,1558,3,Male,91.0,4,1,Research scientist,3,Married,22376.0,6,Unknown,No,18.0,3.0,1,2,11.32,2,2.0,1,0,0,1994,No
1408,35,No,Travel_rarely,992.0,1.0,3,Unknown,1.0,1564,4,Male,68.0,2,1,Laboratory technician,1,Unknown,21731.0,1,Unknown,No,19.0,3.0,2,0,11.32,3,3.0,3,1,2,1988,No
1409,35,Yes,Travel_rarely,104.0,14.0,3,Unknown,1.0,Unknown,1,Female,69.0,3,1,Laboratory technician,1,Unknown,26619.0,1,Unknown,Unknown,12.0,3.0,4,1,1.0,2,3.0,1,0,0,1988,Yes
1410,34,No,Unknown,479.0,13.0,4,Medical,1.0,1577,1,Male,35.0,3,1,Research scientist,4,Single,22061.0,1,Yes,Unknown,13.0,3.0,3,0,11.32,4,2.76,1,0,0,1989,No
1411,26,No,Travel_rarely,474.0,3.0,3,Unknown,1.0,1581,1,Female,89.0,3,1,Research scientist,4,Unknown,11133.0,1,Yes,Unknown,21.0,4.0,1,0,1.0,5,3.0,1,0,0,1997,Unknown
1412,36,No,Travel_rarely,884.0,1.0,4,Life sciences,1.0,Unknown,2,Female,73.0,3,2,Sales executive,3,Single,21447.0,6,Unknown,No,13.0,3.0,1,0,11.32,5,3.0,1,0,0,1987,Yes
1413,50,No,Unknown,264.0,24.0,3,Marketing,1.0,1591,2,Male,59.0,3,5,Manager,3,Married,19519.0,4,Yes,Yes,16.0,3.15,3,1,11.32,2,3.0,1,0,0,1973,No
1414,42,No,Travel_rarely,1059.0,9.0,2,Unknown,1.0,Unknown,4,Male,93.0,2,5,Manager,4,Unknown,26362.0,8,Unknown,No,22.0,4.0,4,0,24.0,2,3.0,1,0,1,1981,No
